,Area Name:,Latitude,Longitude
9847,Hodge Close Quarry,4.406,-3.055
9848,Long Crag,4.425,-3.111
9849,East Banks,4.528,-1.017
9850,Brant Fell,4.358,-2.911
9851,Port O'Warren,4.863,-3.748
9852,Uskdale quary,4.401,-3.053
9853,Lonsdale Quarry,4.496,-1.075
9854,Black Crag (Wrynose),4.424,-3.121
9855,Long Scar,4.423,-3.121
9856,Craigpark Quarry,5.922,-3.398
9857,Ratho Quarry,5.923,-3.397
9858,Scafell Pike,4.454,-3.212
9859,Captain Cook,4.480,-1.085
9860,Cold Pike Bouldering,4.422,-3.139
9861,Beacon Scar,4.392,-1.293
9862,Dalbeattie North Quarry,4.931,-3.814
9863,Cold Pike Crag,4.423,-3.149
9864,"Goats Crag, Tilberthwaite",4.390,-3.065
9865,Stirrup Boulders (Wasdale),4.471,-3.264
9866, Eagle Rock,5.983,-3.309
9867,Dalbeattie Forest,4.921,-3.814
9868,Coniston Bouldering,4.393,-3.084
9869,Wrynose Breast Bouldering,4.411,-3.135
9870,Lordstones Crag,4.417,-1.200
9871,Carlton Bank - Upper tier,4.414,-1.203
9872,Sampson's Stones,4.437,-3.208
9873,Gold Hill Boulders,4.408,-1.217
9874,Park Nab,4.470,-1.063
9875, Snotterdale,4.403,-1.212
9876,Cringle Moor Quarry,4.417,-1.176
9877,NOS Boulder,4.465,-1.059
9878,Overbeck,4.458,-3.283
9879,Ulfers Crags,4.247,-1.851
9880,Kernel Crag,4.382,-3.103
9881,Levers Water,4.384,-3.107
9882,Cold Moor,4.422,-1.148
9883,Wainstones,4.425,-1.140
9884,Scugdale - Scot Crags,4.397,-1.206
9885,Hasty Bank Boulders,4.426,-1.132
9886,Raven's Scar,4.426,-1.129
9887,Scugdale - Barker's Crags,4.396,-1.201
9888,Boulby Boulders,4.570,-0.853
9889,Crag Fell Pinnacles,4.520,-3.421
9890,Raven Tor (Coppermines),4.379,-3.116
9891,Great Roova Crag,4.238,-1.876
9892,Pudding Stone,4.376,-3.109
9893, Jenny Binks Boulders,4.242,-1.829
9894,Scugdale - Stoney Wicks,4.396,-1.188
9895,Boulby Cliffs,4.568,-0.847
9896,Garfit Quarry,4.420,-1.124
9897,Little Roova Crag,4.233,-1.877
9898,Brown Beck Crag,4.240,-1.810
9899,Heron Stones,4.408,-3.212
9900,Lonesome Pine Boulder,4.238,-1.805
9901,Sedgwick Bridge,4.271,-2.758
9902,Clay Bank Boulder,4.419,-1.112
9903,Thimbleby Crag,4.347,-1.295
9904,Horse Hole Boulders,4.385,-1.187
9905,Horsehow Crag Boulders,4.396,-3.198
9906,Round Hill Boulders,4.418,-1.105
9907,Slipstones,4.234,-1.790
9908, Dow Crag,4.370,-3.137
9909,Midnight Valley,4.417,-1.102
9910,"Middle Scar, Ribblehead",4.213,-2.352
9911,Earthworks Rocks,4.411,-1.113
9912,Whale Rocks,4.416,-1.099
9913,Cheese Stones,4.437,-1.053
9914,Birk Gill Crag,4.231,-1.793
9915,Midnight Walls,4.416,-1.098
9916,Cambo Buttress,4.407,-1.119
9917, High Crags,4.228,-1.809
9918,Midnight Roofs,4.415,-1.098
9919,Ingleby Incline,4.427,-1.071
9920,Foss Howe Boulders,4.378,-3.169
9921,Ingleby Boulders,4.423,-1.075
9922,Seathwaite Bouldering Circuit,4.371,-3.157
9923,Dunnerdale Boulders,4.383,-3.188
9924,Burn Stones,4.225,-1.796
9925,Tranmire,4.399,-1.119
9926,Bell Rock,6.048,-3.300
9927, Crag A,4.228,-1.764
9928,Harter Gold Boulders,4.386,-3.207
9929,Maiden Spring,4.409,-1.089
9930, Twin Towers,4.219,-1.811
9931,Blue Mell Rock,4.409,-1.084
9932,Ravenscraig,6.118,-3.134
9933,Ease Gill,4.215,-2.521
9934,Trennet Bank Boulders,4.379,-1.153
9935, Spruce Gill Boulders,4.214,-1.799
9936,"High Tongue, Dunnerdale",4.366,-3.183
9937,Ash Bank Bouldering,4.360,-3.172
9938,Lower Cable Stones,4.394,-1.096
9939,Hell Moss,4.264,-2.866
9940,Todd Intake Boulders,4.388,-1.100
9941,Westerdale View Quarry,4.456,-0.952
9942,Wallowbarrow Gorge Bouldering,4.360,-3.194
9943, Park Fell Rocks,4.186,-2.346
9944,Badger Gill,4.396,-1.071
9945,Crookleth Crags,4.365,-1.143
9946, Kay Nest,4.380,-1.104
9947,Chapel-le-Dale Upper Tier,4.188,-2.419
9948,Chapel-le-Dale Lower Tier,4.187,-2.417
9949,Great Bank,4.406,-3.319
9950,White Gill Nab,4.420,-1.005
9951,Kepwick,4.308,-1.283
9952, Summerstone,4.191,-1.845
9953,Daleside Edge,4.426,-0.985
9954,Transmitter Boulder,4.357,-1.140
9955,Castleton Rig Quarry,4.442,-0.950
9956,Rosyth Quarry,6.036,-3.406
9957,"Tear Drop Boulder, Eskdale",4.402,-3.326
9958,Kilminning Castle Rock,6.268,-2.595
9959,High Crag,4.371,-1.098
9960, Clint Quarry,4.199,-1.749
9961,Brown Howe Quarry,4.309,-3.095
9962,Miterdale Boulders,4.402,-3.333
9963,Outdoor Centre Crag,4.393,-3.314
9964,Sammy's Spring Quarry,4.440,-0.945
9965,Clint Crags,4.196,-1.755
9966,Eskdale Fisherground,4.391,-3.312
9967,Cairnhead,5.252,-4.046
9968, Tarn Hole,4.371,-1.089
9969,Hull Pot,4.167,-2.271
9970,Farleton Crag,4.210,-2.708
9971,Cownuiken Rocks,4.366,-1.095
9972,Crystal Gill,4.165,-2.134
9973,Newbiggin Crag,4.207,-2.693
9974,Dale Head Boulders,4.399,-1.019
9975, Goyden,4.181,-1.849
9976,Tower Beck North,4.424,-0.965
9977,Arnagill Crags,4.191,-1.757
9978,Low Water Stones,4.365,-1.089
9979,Sighting Tower Pit,4.189,-1.760
9980,Thrope Edge Bouldering,4.180,-1.837
9981,Whitestone,4.254,-2.939
9982,Stormy Hall,4.427,-0.949
9983,Tower Beck South,4.420,-0.962
9984,Raven Scar,4.167,-2.427
9985,Roundhill,4.184,-1.764
9986,Great Whernside Boulders,4.162,-1.999
9987,Rowan Tree Rocks,4.405,-0.982
9988,Thrope Edge,4.172,-1.838
9989,Arnagill Valley,4.179,-1.769
9990,Hutton Roof Crags,4.191,-2.682
9991,Ash Head,4.174,-1.782
9992,Thrope Moor End Crags,4.167,-1.840
9993,Camp Hill,4.429,-0.916
9994, Danby Crag,4.451,-0.873
9995,Thieves Moss,4.152,-2.345
9996,Dalton Crags Boulders,4.188,-2.692
9997,Largo Law,6.234,-2.926
9998,The Fairy Cross Boulders,4.440,-0.886
9999, Fairy Steps,4.203,-2.789
10000,The Finkelstones,4.443,-0.877
10001,Freyr's Nab,4.436,-0.889
10002,Ingleton bouldering quarry,4.156,-2.464
10003,Shaw Crag,4.366,-1.032
10004, Clemitt's Crag,4.423,-0.910
10005,Gill Wath,4.389,-0.969
10006,Sypeland,4.160,-1.799
10007,Rosedale Head Boulders,4.398,-0.947
10008,Limekilns,6.037,-3.494
10009, Flaystones,4.148,-1.905
10010,Wolf Crag,4.168,-1.717
10011,Rabbit Hill,4.382,-0.969
10012,Swang Hill,4.440,-0.853
10013,Round Crag,4.385,-0.960
10014, St. Bees Head,4.514,-3.640
10015, Stonestar Crag,4.306,-3.225
10016,Lulbeck,4.149,-1.789
10017,George Gap Rocks,4.406,-0.898
10018,Crummack Lane Erratics,4.129,-2.354
10019,Fleswick Bay,4.503,-3.629
10020,Cringlesport,4.175,-2.769
10021,Hawthorn Crag,4.358,-0.987
10022,Kettle Howe,4.378,-0.942
10023,Little Blakey,4.376,-0.942
10024,Middle Ridge Crag,4.376,-0.939
10025,Trowbarrow,4.175,-2.797
10026,Glaisdale Rigg,4.432,-0.824
10027,Yewbarrow Crag,4.196,-2.914
10028, Ellerbeck Crag,4.353,-3.384
10029,Henstone Band,4.121,-1.914
10030,Lund Stones,4.138,-1.734
10031,Glaisdale Head Boulders,4.405,-0.858
10032,Kilnsey,4.111,-2.041
10033,Feizor Nick,4.109,-2.324
10034,Conistone Dib,4.109,-2.014
10035, Oak Crag,4.355,-0.949
10036,Paddy Waddle Crag,4.421,-0.819
10037,Petergate Quarry,4.341,-0.978
10038, Gate House crag,4.134,-1.722
10039,Hyning Wood Crags,4.155,-2.766
10040,The Inbetweeners,4.351,-0.948
10041,The Meadow (North Yorkshire),4.360,-0.927
10042,Northdale Boulders,4.382,-0.883
10043,Sigsworth Crags,4.124,-1.780
10044,Arnecliff Woods,4.433,-0.784
10045, Woodwell,4.162,-2.821
10046,Limber Hill Boulders,4.435,-0.780
10047,Cairney Hill Quarry ,5.880,-3.824
10048,Castle William Bouldering,5.320,-4.163
10049, Duck Boulders,4.346,-0.947
10050, Harland Moor Crag,4.336,-0.970
10051,Warton Crag,4.149,-2.775
10052,Warton Upper Crag,4.149,-2.776
10053,Warton Pinnacle Crag,4.148,-2.781
10054,Warton Small Quarry,4.145,-2.771
10055, Jack Scout Crag,4.156,-2.831
10056,Great Wolfrey,4.102,-1.905
10057,Cow Close Crag,4.116,-1.767
10058, Thorgill,4.354,-0.904
10059,Wig Stones,4.099,-1.887
10060,Maiden Rock,6.332,-2.767
10061,Yeadon Crag,4.109,-1.759
10062,Newlands Craglett,4.207,-3.079
10063, Low Huller Stones,4.115,-1.689
10064, Upper Huller Stones (Skell Gill),4.114,-1.696
10065,Old Strathaven Railway Pillar,5.678,-4.053
10066,Hoad Monument,4.203,-3.083
10067,Comb Hill Crag,4.077,-2.161
10068,Great Stone of Fourstones,4.092,-2.506
10069,Hoad Craglett No. 1,4.201,-3.084
10070,Bolton Haw - Temple of the Winds,4.082,-1.955
10071,Craigencat Quarry,6.142,-3.448
10072,The Horseshoe,4.076,-2.298
10073,Attermire Scar,4.073,-2.254
10074, Humphrey Head,4.158,-2.936
10075, Hostel Rocks,4.072,-2.295
10076,Eavestone Boulder Field,4.109,-1.663
10077,Eavestone Crag,4.107,-1.658
10078,Hebden Gill,4.073,-1.962
10079, Park Crag,4.095,-1.697
10080,Panorama Crag (Pateley Bridge),4.083,-1.751
10081, Birchshow Rocks,4.059,-2.334
10082,Grey Earths Scar,4.392,-0.746
10083, Dibble's Bridge,4.063,-1.923
10084,Bishop Hill,6.225,-3.316
10085, Whitehouses,4.081,-1.719
10086,Dunnerholme,4.209,-3.211
10087,High Crag (Stump Cross),4.060,-1.863
10088,Brimham Rocks,4.080,-1.685
10089,Crocodile Crag,4.070,-1.762
10090,Fox Crag,4.069,-1.771
10091,Far Crag,4.068,-1.769
10092,Nought Bank Boulders,4.068,-1.760
10093,Troller's Gill,4.052,-1.897
10094,Hunt House Crag,4.370,-0.752
10095, Guisecliff,4.066,-1.752
10096, Little Brimham,4.073,-1.687
10097,Blawath Crag,4.367,-0.749
10098, Birkrigg Quarry,4.163,-3.101
10099, Plantation Crack,4.070,-1.687
10100,Bat Buttress,4.071,-1.680
10101,Flat Crags,4.060,-1.760
10102,High Crag Guisecliff,4.061,-1.749
10103,Rowantree Tor,4.058,-1.770
10104,Rochard Crags,4.050,-1.847
10105,Rolling Gate,4.038,-2.001
10106,Bowland Knott,4.041,-2.416
10107,Air Scar Crag,4.039,-1.953
10108,Crow Crag,4.066,-1.687
10109,Numberstones End,4.037,-1.970
10110, Catter Beck Quarry,4.278,-0.907
10111,Ravenswick Quarry,4.276,-0.908
10112,Craiglug,6.353,-2.966
10113,Dalehead Rocks,4.038,-1.880
10114,Palleys Crag,4.047,-1.786
10115,Little Simon's Seat,4.037,-1.875
10116, Great Pock Stones,4.039,-1.848
10117,Lord's Seat,4.035,-1.872
10118,Simons Seat,4.034,-1.881
10119,Hoodstorth Crag,4.039,-1.802
10120,Hen Stones,4.032,-1.875
10121,Huntsman Boulder,4.353,-0.726
10122,Harden Gill Crag,4.032,-1.824
10123,Long Crag Barden Fell,4.026,-1.874
10124,Baines Crag (Quernmore),4.049,-2.699
10125,Rylstone,4.014,-2.026
10126,Earl Seat,4.022,-1.894
10127,Carncliff Top,4.020,-1.892
10128,Hood Crag,4.029,-1.794
10129,Carncliff Top South,4.018,-1.900
10130,Powmill Quarry,6.159,-3.599
10131,Ottergear,4.044,-2.710
10132,Far Fell (Outer Limits) Boulders,4.006,-2.058
10133,Hellifield,4.006,-2.025
10134,Levisham,4.325,-0.740
10135,Sartree Crag,4.012,-1.917
10136,Windy Clough,4.039,-2.710
10137,Calf Crag,4.024,-1.749
10138,Rough Haw,3.999,-2.057
10139,Henry Price,3.809,-1.558
10140, The Bear Pit,3.815,-1.576
10141,Post Hill Quarry,3.793,-1.639
10142,Adel Crag,3.857,-1.573
10143,Hetchell,3.877,-1.429
10144, Calverley Woods,3.834,-1.696
10145, Becca Banks Crag,3.834,-1.350
10146,Caley Crags,3.896,-1.660
10147,The Satellite Boulder,3.896,-1.675
10148,Chevin Buttress,3.896,-1.684
10149,West Chevin Boulders,3.894,-1.705
10150,High Crags,3.826,-1.770
10151, Almscliff,3.936,-1.593
10152,Low Eaves Delph,3.859,-1.762
10153,Baildon Bank,3.848,-1.772
10154,Eaves Crag,3.860,-1.774
10155,Wetherby Crag,3.926,-1.383
10156,Shipley Glen,3.846,-1.802
10157,Shipley Glen Little Quarry,3.857,-1.804
10158,Woolley Edge Quarry,3.619,-1.538
10159,Crimple Beck Crag,3.958,-1.424
10160,Crag Top Quarry,3.900,-1.775
10161, Sandy Gate Quarry,3.666,-1.316
10162,Gilstead,3.850,-1.824
10163,Coldstone Beck Crag,3.903,-1.780
10164,Spofforth Pinnacles,3.971,-1.460
10165,Norwood,3.955,-1.679
10166,Eldwick crag,3.876,-1.813
10167,Hunter's Stones,3.959,-1.676
10168,Little Almscliff,3.966,-1.648
10169, Farrar Wood,3.975,-1.462
10170,Lanshaw Rocks,3.899,-1.794
10171, Havarah Park,3.976,-1.620
10172,Bell Bank Wood,3.849,-1.845
10173,Junction crag,3.908,-1.798
10174, Ruin Bank Woods,3.836,-1.858
10175,Birk Crag,3.987,-1.577
10176,Ilkley (The Pub Quarry),3.913,-1.798
10177,St Ives Estate,3.847,-1.858
10178,Ilkley (Cow and Calf),3.916,-1.804
10179,Druids' Altar,3.856,-1.861
10180, Snowden Crags,3.959,-1.733
10181,Ilkley Back Quarry,3.917,-1.807
10182,Harecroft,3.820,-1.877
10183,Ilkley (Rocky Valley),3.913,-1.814
10184,Thimble Stones,3.901,-1.831
10185,Harden Crag,3.845,-1.876
10186,"White Wells Pinnacle, Ilkley Moor",3.917,-1.820
10187,The Party Boulder,3.698,-1.854
10188, Church crag,3.651,-1.259
10189, Greetland Quarry,3.691,-1.857
10190,Middleton Woods,3.935,-1.812
10191,The Neb Stone,3.914,-1.843
10192,Woodhouse Scar,3.707,-1.876
10193,Smeaton Edge,3.650,-1.244
10194,"Panorama Rocks, Ilkley",3.919,-1.842
10195,Kirk Stones,3.899,-1.866
10196,Ilkley Buckstones,3.907,-1.858
10197,North Stones,3.902,-1.863
10198,Lindley Moor Edge,3.666,-1.850
10199,Ogden Clough,3.782,-1.918
10200,Longwood Tower Quarry,3.647,-1.831
10201,New Hill Crag (Formally known as Burton Bank),3.566,-1.469
10202,Swastika Stones,3.919,-1.857
10203, Meander Bonanza,3.648,-1.229
10204,Rivock Edge,3.893,-1.884
10205,Ilkley High Crag,3.917,-1.864
10206,Crosland Moor,3.635,-1.823
10207,Piper's Crag,3.919,-1.869
10208,Robin Hood's Stone,3.896,-1.905
10209,Mutton Block,3.807,-1.945
10210,Honley Quarry,3.605,-1.801
10211,Netherton Edge (Devils Rock),3.609,-1.808
10212,Norland Edge,3.692,-1.913
10213,The Rocking Stone,3.768,-1.950
10214,Windgate Nick,3.920,-1.892
10215, Cat Crags,3.996,-1.776
10216, White Crag,3.916,-1.904
10217,Brandrith,4.003,-1.768
10218,Dovestones (Ravens Peak),3.994,-1.792
10219,Honley Old Wood,3.604,-1.819
10220,Trundle Stones,3.963,-1.852
10221,Thruscross,4.011,-1.760
10222, Blackmoorfoot,3.614,-1.847
10223,Penistone Hill,3.824,-1.970
10224,Little Crag,3.976,-1.846
10225,Beamsley Beacon,3.974,-1.849
10226, Hawkcliffe,3.894,-1.939
10227,Holmfirth Cliff,3.574,-1.778
10228,Naze Nib End,3.980,-1.847
10229,Calf Crag,4.024,-1.749
10230,Royd Moor Quarry,3.532,-1.673
10231,Aked's Clough,4.014,-1.804
10232, Thurlstone Quarry (High Bank Lane),3.528,-1.662
10233,Pike Stones,3.993,-1.852
10234,Whinhaugh,3.999,-1.846
10235,Robin Hood Rocks,3.715,-1.985
10236,Cat Hill,3.532,-1.362
10237,Lound Hill,3.568,-1.250
10238,Old Town Boulders,3.755,-2.001
10239,Hood Crag,4.029,-1.794
10240,Sutton,3.882,-1.990
10241,Master Stones,3.823,-2.017
10242,Crow Crag,4.066,-1.687
10243,Bat Buttress,4.071,-1.680
10244, Plantation Crack,4.070,-1.687
10245,Hoodstorth Crag,4.039,-1.802
10246,Hardcastle Crags,3.761,-2.027
10247,Heptonstall,3.746,-2.024
10248,North Nab,4.004,-1.879
10249,Harden Gill Crag,4.032,-1.824
10250,Palleys Crag,4.047,-1.786
10251, Little Brimham,4.073,-1.687
10252,Piper Stones,3.601,-1.914
10253,Farnhill Quarry,3.916,-1.988
10254,High Crag Guisecliff,4.061,-1.749
10255,Mytholm Steep Quarry,3.746,-2.032
10256,The Hitching Stone,3.871,-2.022
10257,Flat Crags,4.060,-1.760
10258,Rowantree Tor,4.058,-1.770
10259, West Nab,3.575,-1.886
10260,Earl Crag,3.882,-2.020
10261,Brimham Rocks,4.080,-1.685
10262, Guisecliff,4.066,-1.752
10263,Jack Bridge Boulders,3.750,-2.046
10264,Nought Bank Boulders,4.068,-1.760
10265,Long Crag Barden Fell,4.026,-1.874
10266,Withens Buckstones,3.699,-2.031
10267,Rawcliffe boulder York,3.984,-1.122
10268,Far Crag,4.068,-1.769
10269,Crocodile Crag,4.070,-1.762
10270, Whitehouses,4.081,-1.719
10271,Dawson City,3.778,-2.056
10272, Great Pock Stones,4.039,-1.848
10273,Fox Crag,4.069,-1.771
10274,Carncliff Top,4.020,-1.892
10275,York (Urban),3.957,-1.084
10276,Barnburgh Cliff,3.528,-1.252
10277,Carncliff Top South,4.018,-1.900
10278,Earl Seat,4.022,-1.894
10279,Hen Stones,4.032,-1.875
10280,Nab End,3.603,-1.955
10281,Lord's Seat,4.035,-1.872
10282,Buckstones Edge (Nont Sarah's),3.618,-1.976
10283, The Roost,3.738,-2.057
10284,Withens Quarry,3.639,-1.998
10285,Blake Dean Pinnacle,3.779,-2.065
10286,Wind Hill Farm Outcrop,3.483,-1.635
10287,Sartree Crag,4.012,-1.917
10288,Wharncliffe Crags,3.475,-1.556
10289,Scout Hut Crag,3.778,-2.068
10290,Rochard Crags,4.050,-1.847
10291,Simons Seat,4.034,-1.881
10292, Worlow Quarry,3.589,-1.946
10293,Little Simon's Seat,4.037,-1.875
10294,Panorama Crag (Pateley Bridge),4.083,-1.751
10295,Pule Hill Rocks,3.594,-1.953
10296, Park Crag,4.095,-1.697
10297,Great Rock,3.733,-2.062
10298,Halton Heights,3.993,-1.954
10299, Shelter Cliff Field Boulders,3.991,-1.958
10300, University of York,3.946,-1.056
10301,Dalehead Rocks,4.038,-1.880
10302,Dove Lowe,3.681,-2.041
10303,The Hammerhead,3.685,-2.044
10304, Sector Physics Wall,3.945,-1.053
10305,Eavestone Crag,4.107,-1.658
10306, Eastby Crag,3.990,-1.966
10307,Aqua vista Boulder,3.720,-2.068
10308,Eavestone Boulder Field,4.109,-1.663
10309,Castle Quarry (Lobb Mill Delf),3.717,-2.073
10310, Hall Stones Quarry (Lower Winsley),3.733,-2.083
10311,High Crag (Stump Cross),4.060,-1.863
10312,Stony Edge,3.689,-2.066
10313,Cow's Mouth Quarry,3.669,-2.058
10314,Standedge Quarry,3.590,-1.983
10315,Brownlow Rocher,3.457,-1.533
10316,Wicken Lowe,3.673,-2.062
10317,White House Quarry (Blackstone Edge Delf),3.654,-2.050
10318,Widdop,3.788,-2.102
10319, Upper Huller Stones (Skell Gill),4.114,-1.696
10320, Low Huller Stones,4.115,-1.689
10321,Blackstone Edge,3.644,-2.044
10322,Dove Stones (Jackson's Ridge),3.809,-2.103
10323,Pennine Quarry,3.618,-2.020
10324,Scout Crag,3.798,-2.103
10325,Troller's Gill,4.052,-1.897
10326,Embsay Crag,3.992,-1.995
10327,Gorple (aka Lower Gorple),3.780,-2.106
10328,Brun Clough Quarry,3.576,-1.974
10329,Whirlaw Stones,3.730,-2.102
10330,Higher Chelburn,3.662,-2.069
10331,Yeadon Crag,4.109,-1.759
10332,Bridestones (West Yorkshire),3.738,-2.109
10333,Shuttleworth Boulders,3.782,-2.117
10334, Summit Quarry,3.673,-2.080
10335,Crow Stones,3.471,-1.746
10336,Deer Gallows,3.995,-2.007
10337,Upper Gorple,3.784,-2.118
10338,Running Hill Pits,3.564,-1.974
10339,Clattering Stones,3.794,-2.120
10340,Standing Stones,3.544,-1.943
10341,Widdop Drums,3.796,-2.121
10342,Earth Quarry,3.493,-1.231
10343,Outcrop,3.551,-1.958
10344,Hurkling Stones,3.448,-1.641
10345,Reddyshore Scout,3.674,-2.089
10346,Air Scar Crag,4.039,-1.953
10347, Hawks Stones,3.743,-2.119
10348,Sladen Roof,3.660,-2.082
10349, Sprotbrough,3.510,-1.180
10350,Crookrise,3.995,-2.018
10351, Cadeby Quarry,3.494,-1.218
10352,North Field Quarry,3.487,-1.238
10353,Orchan Stones,3.732,-2.119
10354,Gorple Stones,3.785,-2.128
10355,Cow Close Crag,4.116,-1.767
10356,Watty Quarry,3.706,-2.110
10357, Levitt Hagg,3.504,-1.190
10358, Upperwood Quarry,3.551,-1.969
10359,Smallfield,3.442,-1.624
10360, Dibble's Bridge,4.063,-1.923
10361,The Thief Block,3.495,-1.203
10362,Numberstones End,4.037,-1.970
10363,Little Don Wall,3.507,-1.173
10364,Lark Hill Outcrop,3.569,-2.003
10365,Pack Horse Quarry,3.573,-2.009
10366,Slades Rocks,3.550,-1.977
10367,Agden Rocher,3.436,-1.604
10368,Eagle Crag,3.727,-2.131
10369,Droppingwell Quarry,3.440,-1.408
10370, Nearcliff Wood,3.487,-1.209
10371, Gate House crag,4.134,-1.722
10372,Hellifield,4.006,-2.025
10373, Laddow,3.510,-1.916
10374,Dovestones Edge,3.533,-1.959
10375,Sigsworth Crags,4.124,-1.780
10376,Crowden Great Quarry,3.496,-1.888
10377, Hooton,3.465,-1.264
10378, Pudsey Clough,3.741,-2.142
10379,Grinah and Barrow Stones,3.467,-1.808
10380,Pots and Pans Quarries,3.544,-1.985
10381,Rylstone,4.014,-2.026
10382,Binn Green,3.536,-1.974
10383,Lund Stones,4.138,-1.734
10384,Alderman Rocks,3.538,-1.978
10385,Dovestones Skyline,3.525,-1.961
10386, Black Tor,3.496,-1.903
10387,Rolling Gate,4.038,-2.001
10388,Den Lane Quarry,3.551,-2.010
10389,Wig Stones,4.099,-1.887
10390,Rough Haw,3.999,-2.057
10391,Sharp Haw and Flasby Fell,3.992,-2.066
10392,Rough Knarr,3.561,-2.029
10393,Rob's Rocks,3.513,-1.956
10394, Cookson Park Boulder,3.417,-1.489
10395,Abbey Brook Gorgelet and Crag,3.429,-1.699
10396,Far Fell (Outer Limits) Boulders,4.006,-2.058
10397,Hebden Gill,4.073,-1.962
10398, Wimberry Rocks,3.519,-1.976
10399,Great Wolfrey,4.102,-1.905
10400,Blindside Rocks,3.415,-1.635
10401,Bolton Haw - Temple of the Winds,4.082,-1.955
10402,Tintwistle Knarr,3.489,-1.938
10403, Howshaw Tor,3.419,-1.704
10404,Lulbeck,4.149,-1.789
10405, Boston Castle,3.418,-1.354
10406,Back Tor,3.415,-1.704
10407,Wolf Crag,4.168,-1.717
10408,Iain's Strines Roof (Sugworth Edge),3.406,-1.650
10409,Langsett Crescent Park Boulder,3.396,-1.493
10410,Henstone Band,4.121,-1.914
10411, Birks Quarry,3.547,-2.065
10412,Sypeland,4.160,-1.799
10413,Dovestone Tor,3.405,-1.705
10414,Bole Hill Recreation Ground,3.389,-1.510
10415,Ponderosa Boulder,3.385,-1.490
10416,Tonacliffe Quarry,3.646,-2.177
10417,Mushroom Lane,3.384,-1.490
10418,White Tor,3.396,-1.703
10419,Ash Head,4.174,-1.782
10420,The Wheelstones (AKA Coach and Horses),3.393,-1.698
10421, Rivelin Edge,3.382,-1.579
10422,Arnagill Valley,4.179,-1.769
10423,Lee Quarry,3.684,-2.204
10424,Burtinat Rock,3.382,-1.600
10425,The Head Stone,3.383,-1.617
10426, Rivelin Quarries,3.381,-1.589
10427,Reddicar Clough,3.381,-1.604
10428,School crags,3.423,-1.213
10429,Bell Hagg,3.378,-1.545
10430,Roundhill,4.184,-1.764
10431,Furnival Gate,3.378,-1.472
10432,Thrope Moor End Crags,4.167,-1.840
10433, Barncliffe Quarry,3.375,-1.550
10434,The Hurkling Stones (Rock Ahoy),3.386,-1.697
10435, Broomgrove Road Wall,3.374,-1.493
10436, Southbourne Road Walls,3.374,-1.500
10437,Fox Hagg,3.374,-1.567
10438, Flaystones,4.148,-1.905
10439,Crewe Flats,3.373,-1.503
10440,Sighting Tower Pit,4.189,-1.760
10441,Cut Throat Buttress,3.382,-1.681
10442,Endcliffe Student Village,3.372,-1.508
10443,Thrope Edge,4.172,-1.838
10444,Arnagill Crags,4.191,-1.757
10445,Wyming Brook,3.372,-1.594
10446,Cemetery Park Boulder,3.370,-1.483
10447,Ladybower Quarry,3.378,-1.688
10448,Ladybower Tor,3.378,-1.694
10449,Clint Crags,4.196,-1.755
10450,Conistone Dib,4.109,-2.014
10451, Clint Quarry,4.199,-1.749
10452, Sharrow View Flats,3.367,-1.488
10453,Thrope Edge Bouldering,4.180,-1.837
10454, Priddock Wood,3.375,-1.690
10455,Crook Hill,3.381,-1.728
10456, Goyden,4.181,-1.849
10457,New Heeley Boulder,3.362,-1.471
10458,Hobson Moor Quarry,3.467,-2.018
10459, Kinder Northern Edges,3.405,-1.865
10460, Stanage North,3.364,-1.657
10461,Kilnsey,4.111,-2.041
10462, Roche Abbey,3.404,-1.186
10463, Summerstone,4.191,-1.845
10464, Bamford Edge,3.361,-1.689
10465,Newchurch-in-Pendle Quarry,3.849,-2.275
10466,Wormstones,3.420,-1.937
10467, Stanage Plantation,3.353,-1.639
10468, Kinder Downfall,3.396,-1.879
10469,The Ox Stones,3.345,-1.584
10470, Stanage Popular,3.346,-1.632
10471, Kinder Southern Edges,3.380,-1.839
10472, Spruce Gill Boulders,4.214,-1.799
10473,Cown Edge Rocks,3.423,-1.970
10474,Burbage West,3.341,-1.610
10475,Coombes Rocks,3.422,-1.975
10476, Burbage North,3.340,-1.603
10477,Gin Clough Crag,3.733,-2.295
10478,Carrhead Rocks,3.342,-1.639
10479, Crag A,4.228,-1.764
10480, Twin Towers,4.219,-1.811
10481,Witches' Quarry,3.896,-2.291
10482,Burn Stones,4.225,-1.796
10483,Great Whernside Boulders,4.162,-1.999
10484,Ashworth Moor Quarry (Cheesden Lumb Mill),3.641,-2.268
10485, Higgar Tor,3.334,-1.616
10486,Carl Wark,3.329,-1.611
10487,Birk Gill Crag,4.231,-1.793
10488,Deeply Vale,3.630,-2.269
10489,Houndkirk Tor,3.328,-1.584
10490, High Crags,4.228,-1.809
10491,The Sheepfold,3.329,-1.619
10492,Burbage South Valley Boulders,3.328,-1.602
