,Area Name:,Latitude,Longitude
9197,Endcliffe Student Village,3.372,-1.508
9198,Duke's Quarry,3.087,-1.504
9199, Cookson Park Boulder,3.417,-1.489
9200,Bentley Brook,3.145,-1.528
9201,Crag E,3.031,-1.482
9202, Church crag,3.651,-1.259
9203,Shining Cliff,3.067,-1.502
9204,Bole Hill Recreation Ground,3.389,-1.510
9205,Birchwood Quarry,3.093,-1.516
9206,Little Eaton Quarry,2.983,-1.457
9207,Crag W,3.105,-1.533
9208,Brecksit Boulder,3.120,-1.539
9209,Harland Edge,3.210,-1.561
9210, The P,3.135,-1.554
9211,Upper Matlock Quarries,3.146,-1.558
9212,Pic Tor,3.135,-1.555
9213,Bauston Tor,3.101,-1.545
9214,Mountsorrel Crags,2.729,-1.139
9215, The C,3.125,-1.556
9216,Bell Hagg,3.378,-1.545
9217, Mountsorrel Quarry,2.730,-1.149
9218,Long Tor Quarry,3.125,-1.560
9219, Barncliffe Quarry,3.375,-1.550
9220, Willersley Castle Rocks,3.110,-1.557
9221, Crag S,3.130,-1.563
9222,Darley Dale Quarry,3.161,-1.573
9223,Gun Rock,3.242,-1.581
9224,Rothley Brook Bridge,2.714,-1.125
9225,Birchen Edge,3.251,-1.583
9226,Black Garden,3.102,-1.560
9227,Black Rocks,3.098,-1.562
9228,Chatsworth Edge,3.244,-1.588
9229,Hall Moor Quarry,3.168,-1.583
9230,The Alport Stone,3.061,-1.548
9231,Nunckley Quarry,2.723,-1.158
9232,Rabbit Warren,3.215,-1.590
9233,Bond's Quarries,3.191,-1.588
9234,Fox Hagg,3.374,-1.567
9235, Gardom's Edge,3.255,-1.594
9236,Via Gellia Buttress,3.109,-1.574
9237,Houndkirk Tor,3.328,-1.584
9238,U Buttress,3.133,-1.584
9239,Duke's Seat Buttress,3.219,-1.598
9240,Dobb Edge,3.241,-1.599
9241,Brownlow Rocher,3.457,-1.533
9242, Sandy Gate Quarry,3.666,-1.316
9243,The Ox Stones,3.345,-1.584
9244,NIMBY,3.094,-1.574
9245,Rowsley Wood,3.191,-1.604
9246, Rivelin Edge,3.382,-1.579
9247,Crag A,3.178,-1.603
9248,Burbage South Edge,3.327,-1.599
9249,Baslow Edge,3.265,-1.610
9250, The Outwoods,2.746,-1.240
9251,White Edge,3.299,-1.607
9252,Burbage Brook,3.319,-1.604
9253,Burbage South Quarries,3.325,-1.603
9254,Burbage South Valley Boulders,3.328,-1.602
9255, Rivelin Quarries,3.381,-1.589
9256, Burbage North,3.340,-1.603
9257,Wyming Brook,3.372,-1.594
9258,Hangstone Rocks,2.733,-1.227
9259, Curbar Edge,3.276,-1.619
9260,New Hill Crag (Formally known as Burton Bank),3.566,-1.469
9261,Carl Wark,3.329,-1.611
9262,Buck Hill,2.739,-1.247
9263,Hillcar Wood,3.169,-1.619
9264,Tegness Quarries,3.299,-1.619
9265,Burbage West,3.341,-1.610
9266,Yarncliffe,3.311,-1.618
9267,Forest Rock,2.722,-1.214
9268,Windmill Hill,2.724,-1.222
9269,Burtinat Rock,3.382,-1.600
9270, Higgar Tor,3.334,-1.616
9271,Secret Garden,3.320,-1.620
9272,The Sheepfold,3.329,-1.619
9273,Reddicar Clough,3.381,-1.604
9274, Froggatt Edge,3.287,-1.628
9275,Wharncliffe Crags,3.475,-1.556
9276,Mother Cap and Quarry,3.321,-1.624
9277,Over Owler Tor,3.323,-1.625
9278, Lawrencefield,3.315,-1.627
9279,Stanton Moor,3.167,-1.629
9280,Morley Quarry,2.757,-1.296
9281, Beacon Hill,2.729,-1.249
9282,Millstone Edge,3.320,-1.629
9283,The Head Stone,3.383,-1.617
9284, Stanage Popular,3.346,-1.632
9285,Stanton in the Woods,3.160,-1.641
9286,Carrhead Rocks,3.342,-1.639
9287,Doll Tor,3.160,-1.648
9288,Agden Rocher,3.436,-1.604
9289,Blackbrook Reservoir,2.750,-1.313
9290, Rowtor Rocks,3.156,-1.649
9291, Stanage Plantation,3.353,-1.639
9292,Sliding Stone Crag (Bradgate Park Crags),2.697,-1.217
9293,Miner's Ten,3.079,-1.631
9294, Eagle Tor,3.155,-1.654
9295, Harborough Rocks,3.094,-1.640
9296,Oaks Pinnacle,2.740,-1.310
9297, Rock Hall,3.290,-1.664
9298, Cratcliffe Tor,3.158,-1.661
9299,Stoney Middleton,3.279,-1.669
9300,Stable Pit (Bradgate Park Crags),2.685,-1.211
9301,Robin Hood's Stride,3.157,-1.666
9302,High Sharpley,2.749,-1.336
9303,Manystones,3.093,-1.649
9304,Nuda's Tartan,3.177,-1.670
9305,Timberwood Hill,2.729,-1.303
9306,Blindside Rocks,3.415,-1.635
9307,Smallfield,3.442,-1.624
9308,Maid Marion's Mound,3.155,-1.669
9309, Stanage North,3.364,-1.657
9310,Rheinstor,3.176,-1.674
9311,Wishing-Stone Crag (Bradgate Park Crags),2.685,-1.223
9312,High Tor,2.739,-1.328
9313,Wirksworth Dale,3.088,-1.654
9314, Bench Buttress,3.175,-1.677
9315,Cucklett Delph,3.282,-1.679
9316,Ratchet Hill,2.743,-1.339
9317, Harthill Quarry,3.151,-1.676
9318,Warren Hills,2.729,-1.319
9319,Grace Dieu Boulder,2.754,-1.362
9320,Iain's Strines Roof (Sugworth Edge),3.406,-1.650
9321,Clifftop Boulders,3.154,-1.679
9322, Cademan Wood and Broad Hill,2.749,-1.357
9323,Whitwick Quarry,2.739,-1.341
9324,Tom's Cave,3.281,-1.693
9325,Hurkling Stones,3.448,-1.641
9326, Leicester (Buildering),2.636,-1.134
9327,Old Wood,2.676,-1.236
9328,Bardon Hill,2.714,-1.321
9329,Ticknall Lime Yards,2.811,-1.468
9330,Cut Throat Buttress,3.382,-1.681
9331,Altar Stones,2.694,-1.285
9332, Bamford Edge,3.361,-1.689
9333,Wind Hill Farm Outcrop,3.483,-1.635
9334, Markfield Quarry,2.689,-1.282
9335,Ladybower Quarry,3.378,-1.688
9336, Priddock Wood,3.375,-1.690
9337,Ladybower Tor,3.378,-1.694
9338,The Hurkling Stones (Rock Ahoy),3.386,-1.697
9339,Woolley Edge Quarry,3.619,-1.538
9340,The Wheelstones (AKA Coach and Horses),3.393,-1.698
9341,White Tor,3.396,-1.703
9342,Dovestone Tor,3.405,-1.705
9343,Back Tor,3.415,-1.704
9344, Crag X,3.251,-1.742
9345,Abbey Brook Gorgelet and Crag,3.429,-1.699
9346, Howshaw Tor,3.419,-1.704
9347,Slawston Bridge,2.532,-0.849
9348,Lees Bottom,3.229,-1.745
9349,Fossil Wall,3.234,-1.748
9350,Carver's Rocks,2.801,-1.510
9351, The Wave,3.232,-1.751
9352,Water-cum-Jolly,3.251,-1.751
9353,Crook Hill,3.381,-1.728
9354, Thurlstone Quarry (High Bank Lane),3.528,-1.662
9355,Boardwalk Cave (Dovedale),3.072,-1.733
9356,Tideswell Dale,3.259,-1.769
9357,Royd Moor Quarry,3.532,-1.673
9358, Raven Tor (Miller's Dale),3.256,-1.776
9359,Squirrel Buttress,3.256,-1.782
9360,Cave Dale (Castleton),3.341,-1.775
9361,Viaduct Buttress,3.256,-1.792
9362,Dirtlow Rake,3.330,-1.787
9363, Froanes Hill (Rawsons Pit Old Enderby Quarry),2.594,-1.212
9364,Strawberry Quarry,3.257,-1.801
9365,Blackwell Dale,3.252,-1.803
9366,Strawberry Rocks,3.257,-1.804
9367,Crow Stones,3.471,-1.746
9368,The Arch,3.344,-1.801
9369,Odin Cave,3.347,-1.801
9370, Dovedale,3.079,-1.790
9371, Chee Dale Upper,3.254,-1.818
9372, Chee Dale Lower,3.257,-1.819
9373,The Tube,3.079,-1.793
9374, Conies Dale,3.321,-1.815
9375, Becca Banks Crag,3.834,-1.350
9376, Sector Physics Wall,3.945,-1.053
9377, University of York,3.946,-1.056
9378,Deep Dale,3.237,-1.855
9379, Kinder Southern Edges,3.380,-1.839
9380,Grinah and Barrow Stones,3.467,-1.808
9381,York (Urban),3.957,-1.084
9382,Croft Crags,2.558,-1.248
9383,Acresford quarry,2.716,-1.552
9384, Kinder Northern Edges,3.405,-1.865
9385,Holmfirth Cliff,3.574,-1.778
9386, Kinder Downfall,3.396,-1.879
9387,High Edge Buxton,3.219,-1.915
9388,Grinlow Hill (Solomon's Temple),3.242,-1.922
9389,Rawcliffe boulder York,3.984,-1.122
9390,Corbar Cross,3.266,-1.925
9391, Cuckoo Tors,3.270,-1.925
9392,Castle Naze,3.303,-1.922
9393,Hetchell,3.877,-1.429
9394,Henry Price,3.809,-1.558
9395,Ina’s Rock and Alton Cliff,2.982,-1.872
9396,Buxton Boss,3.278,-1.941
9397,Honley Quarry,3.605,-1.801
9398,Netherton Edge (Devils Rock),3.609,-1.808
9399,Crowden Great Quarry,3.496,-1.888
9400,Honley Old Wood,3.604,-1.819
9401, The Bear Pit,3.815,-1.576
9402,The Big Stone,3.356,-1.946
9403, Buxworth Railway Crag,3.339,-1.955
9404,Farley Woods,2.991,-1.906
9405,Wormstones,3.420,-1.937
9406, Black Tor,3.496,-1.903
9407,Wetherby Crag,3.926,-1.383
9408, Wolf Edge,3.205,-1.969
9409,Garston Rocks,3.025,-1.926
9410,Ousal Dale,2.988,-1.914
9411,Newstones and Baldstones,3.172,-1.973
9412,Gib Torr,3.180,-1.974
9413,Wright's Rock Area,2.984,-1.915
9414,Ramshaw Rocks,3.157,-1.972
9415,Post Hill Quarry,3.793,-1.639
9416, Peakstone Inn Amphitheatre,2.983,-1.919
9417,Crosland Moor,3.635,-1.823
9418,Stoney Dale,2.993,-1.926
9419,Dimmings Dale,2.985,-1.924
9420, Laddow,3.510,-1.916
9421, Blackmoorfoot,3.614,-1.847
9422,Foxt Crag,3.032,-1.949
9423,Peakstone Rock,2.977,-1.925
9424,Harston Rocks,3.028,-1.950
9425,Cut-thorn Crag,3.211,-1.995
9426, Hen Cloud,3.152,-1.989
9427,Threapwood Woods,2.986,-1.936
9428,Tintwistle Knarr,3.489,-1.938
9429, Roaches Upper Tier,3.158,-1.993
9430, Roaches Lower Tier,3.157,-1.993
9431, West Nab,3.575,-1.886
9432,Longwood Tower Quarry,3.647,-1.831
9433, Roaches Skyline,3.163,-1.997
9434,Gradbach Hill,3.185,-2.000
9435,Cown Edge Rocks,3.423,-1.970
9436,Adel Crag,3.857,-1.573
9437,Secret Cloud (Roaches Skyline),3.167,-2.001
9438,The Five Clouds,3.162,-2.001
9439, Sharpcliffe Rocks,3.066,-1.978
9440,Coombes Rocks,3.422,-1.975
9441,Shining Tor,3.261,-2.009
9442, Oldgate Nick,3.284,-2.008
9443,Windgather Rocks,3.301,-2.009
9444,New Mills Torrs,3.364,-2.001
9445, Back Forest,3.184,-2.021
9446,Belmont Hall Crags,3.051,-1.992
9447,Finedon Slabs,2.341,-0.660
9448,Rob's Rocks,3.513,-1.956
9449, Black Rocks,3.343,-2.019
9450,Lindley Moor Edge,3.666,-1.850
9451,Standing Stones,3.544,-1.943
9452,Crimple Beck Crag,3.958,-1.424
9453,Dovestones Skyline,3.525,-1.961
9454,Dovestones Edge,3.533,-1.959
9455,Piper Stones,3.601,-1.914
9456,Mellor Cross,3.382,-2.023
9457, Wimberry Rocks,3.519,-1.976
9458,Outcrop,3.551,-1.958
9459,Binn Green,3.536,-1.974
9460,Gun End,3.158,-2.052
9461, Greetland Quarry,3.691,-1.857
9462, Upperwood Quarry,3.551,-1.969
9463,The Party Boulder,3.698,-1.854
9464,Alderman Rocks,3.538,-1.978
9465, Worlow Quarry,3.589,-1.946
9466,Hobson Moor Quarry,3.467,-2.018
9467, Calverley Woods,3.834,-1.696
9468,Slades Rocks,3.550,-1.977
9469,Kettle Brook Bridge,2.630,-1.690
9470,Pots and Pans Quarries,3.544,-1.985
9471,Pule Hill Rocks,3.594,-1.953
9472,Running Hill Pits,3.564,-1.974
9473,Spofforth Pinnacles,3.971,-1.460
9474,Nab End,3.603,-1.955
9475,Brun Clough Quarry,3.576,-1.974
9476, Farrar Wood,3.975,-1.462
9477, Flamborough Head,4.117,-0.079
9478,Micklea Lane Quarry,3.084,-2.063
9479,Woodhouse Scar,3.707,-1.876
9480,Standedge Quarry,3.590,-1.983
9481,Den Lane Quarry,3.551,-2.010
9482,Thornwick Bay Cave,4.130,-0.105
9483,Lark Hill Outcrop,3.569,-2.003
9484,Norland Edge,3.692,-1.913
9485,Buckstones Edge (Nont Sarah's),3.618,-1.976
9486,Pack Horse Quarry,3.573,-2.009
9487,Caley Crags,3.896,-1.660
9488, Almscliff,3.936,-1.593
9489,High Crags,3.826,-1.770
9490, The Chapel,3.251,-2.118
9491,The Satellite Boulder,3.896,-1.675
9492,Rough Knarr,3.561,-2.029
9493,Chevin Buttress,3.896,-1.684
9494,Baildon Bank,3.848,-1.772
9495,West Chevin Boulders,3.894,-1.705
9496,Withens Quarry,3.639,-1.998
9497,Low Eaves Delph,3.859,-1.762
9498, Birks Quarry,3.547,-2.065
9499,Bosley Cloud,3.170,-2.144
9500,Pennine Quarry,3.618,-2.020
9501,Eaves Crag,3.860,-1.774
9502,Catesby road railway bridge (disused),2.361,-1.246
9503,Shipley Glen,3.846,-1.802
9504,Ashlawn road railway bridge (disused),2.354,-1.244
9505, Miriam Farm Rocks,3.109,-2.153
9506,Birk Crag,3.987,-1.577
9507,Shipley Glen Little Quarry,3.857,-1.804
9508,Audenshaw Reservoir,3.465,-2.131
9509,Corley Rocks,2.464,-1.554
9510, Caludon Castle,2.418,-1.452
9511,Gilstead,3.850,-1.824
9512,Haywood cliffs,2.794,-2.003
9513, Havarah Park,3.976,-1.620
9514,Little Almscliff,3.966,-1.648
9515,Blackstone Edge,3.644,-2.044
9516,Robin Hood Rocks,3.715,-1.985
9517,Ogden Clough,3.782,-1.918
9518, Ruin Bank Woods,3.836,-1.858
9519,Hollywood Park,3.406,-2.170
9520,Harecroft,3.820,-1.877
9521,Norwood,3.955,-1.679
9522,Bell Bank Wood,3.849,-1.845
9523,Hunter's Stones,3.959,-1.676
9524,Crag Top Quarry,3.900,-1.775
9525,White House Quarry (Blackstone Edge Delf),3.654,-2.050
9526,Eldwick crag,3.876,-1.813
9527,The Rocking Stone,3.768,-1.950
9528,St Ives Estate,3.847,-1.858
9529,Coldstone Beck Crag,3.903,-1.780
9530,Lanshaw Rocks,3.899,-1.794
9531,Dove Lowe,3.681,-2.041
9532, Alderley Edge,3.293,-2.210
9533,Druids' Altar,3.856,-1.861
9534,Withens Buckstones,3.699,-2.031
9535,Harden Crag,3.845,-1.876
9536,Cow's Mouth Quarry,3.669,-2.058
9537,The Hammerhead,3.685,-2.044
9538,Higher Chelburn,3.662,-2.069
9539,Junction crag,3.908,-1.798
9540,Wicken Lowe,3.673,-2.062
9541, The Charterhouse,2.401,-1.494
9542,Sam's Hidden Crag,2.778,-2.041
9543,Mow Cop,3.113,-2.215
9544,Ilkley (The Pub Quarry),3.913,-1.798
9545,Sladen Roof,3.660,-2.082
9546,Mutton Block,3.807,-1.945
9547,Old Town Boulders,3.755,-2.001
9548, Snowden Crags,3.959,-1.733
9549,Ilkley (Cow and Calf),3.916,-1.804
9550,Cayton Beach,4.243,-0.358
9551, The Pump House,3.441,-2.206
9552,Stony Edge,3.689,-2.066
9553,Ilkley Back Quarry,3.917,-1.807
9554,Thimble Stones,3.901,-1.831
9555, Summit Quarry,3.673,-2.080
9556,Ilkley (Rocky Valley),3.913,-1.814
9557,Heptonstall,3.746,-2.024
9558,Reddyshore Scout,3.674,-2.089
9559,"White Wells Pinnacle, Ilkley Moor",3.917,-1.820
9560,Mytholm Steep Quarry,3.746,-2.032
9561,Hardcastle Crags,3.761,-2.027
9562,The Neb Stone,3.914,-1.843
9563,Aqua vista Boulder,3.720,-2.068
9564,Middleton Woods,3.935,-1.812
9565,Kirk Stones,3.899,-1.866
9566,North Stones,3.902,-1.863
9567,Castle Quarry (Lobb Mill Delf),3.717,-2.073
9568,Ilkley Buckstones,3.907,-1.858
9569,"Panorama Rocks, Ilkley",3.919,-1.842
9570, The Roost,3.738,-2.057
9571,Jack Bridge Boulders,3.750,-2.046
9572,Great Rock,3.733,-2.062
9573,Penistone Hill,3.824,-1.970
9574, Millbank Wall,3.480,-2.226
9575,Rivock Edge,3.893,-1.884
9576,Mancunian way,3.471,-2.234
9577,Swastika Stones,3.919,-1.857
9578,Ilkley High Crag,3.917,-1.864
9579, Hall Stones Quarry (Lower Winsley),3.733,-2.083
9580,Piper's Crag,3.919,-1.869
9581,Warwick Sport Rock Garden,2.382,-1.558
9582,Watty Quarry,3.706,-2.110
9583,Robin Hood's Stone,3.896,-1.905
9584, The Warp Pipe,2.381,-1.560
9585,Beech Cave,2.941,-2.219
9586,Castlefield Basin,3.474,-2.254
9587,Gibbet Hill Middle Quarry,2.374,-1.554
9588,Dawson City,3.778,-2.056
9589,Whirlaw Stones,3.730,-2.102
9590,Windgate Nick,3.920,-1.892
9591,Master Stones,3.823,-2.017
9592,Robo's Bridge,2.469,-1.759
9593, Cat Crags,3.996,-1.776
9594,Tonacliffe Quarry,3.646,-2.177
9595,Blake Dean Pinnacle,3.779,-2.065
9596,Scout Hut Crag,3.778,-2.068
9597, White Crag,3.916,-1.904
9598,Brandrith,4.003,-1.768
9599,Bridestones (West Yorkshire),3.738,-2.109
9600, Hawkcliffe,3.894,-1.939
9601,Thruscross,4.011,-1.760
9602,Dovestones (Ravens Peak),3.994,-1.792
9603,Orchan Stones,3.732,-2.119
9604,Engles' Beard,3.487,-2.274
9605,Ravenswick Quarry,4.276,-0.908
9606,Trundle Stones,3.963,-1.852
9607, Catter Beck Quarry,4.278,-0.907
9608,Longford Park Boulder,3.450,-2.292
9609,Eagle Crag,3.727,-2.131
9610,Calf Crag,4.024,-1.749
9611, Hawks Stones,3.743,-2.119
9612,Little Crag,3.976,-1.846
9613,Beamsley Beacon,3.974,-1.849
9614, Bromham Hall Gateposts,2.152,-0.503
9615,Crow Crag,4.066,-1.687
9616,Naze Nib End,3.980,-1.847
9617,Bat Buttress,4.071,-1.680
9618,Sutton,3.882,-1.990
9619, Plantation Crack,4.070,-1.687
9620,Gorple (aka Lower Gorple),3.780,-2.106
9621, Pudsey Clough,3.741,-2.142
9622,Bridestones (North Yorkshire),4.312,-0.660
9623, Little Brimham,4.073,-1.687
9624,Widdop,3.788,-2.102
9625,Histon Road Recreation Boulder,2.218,0.110
9626,Aked's Clough,4.014,-1.804
9627,Brimham Rocks,4.080,-1.685
9628,Shuttleworth Boulders,3.782,-2.117
9629,The Hitching Stone,3.871,-2.022
9630,Scout Crag,3.798,-2.103
9631,Pike Stones,3.993,-1.852
9632, Birtle Boulder,3.606,-2.256
9633,Upper Gorple,3.784,-2.118
9634,Lee Quarry,3.684,-2.204
9635,Whinhaugh,3.999,-1.846
9636,Hood Crag,4.029,-1.794
9637,Napton Hill Doggers,2.249,-1.333
9638,Victoria Avenue Road Bridge,2.212,0.124
9639,Callerhues,5.171,-2.234
9640,Wolf Crag,5.188,-2.041
9641,High Crag,5.172,-2.295
9642,Fox Holes,5.177,-2.052
9643,Drake Stone,5.334,-2.124
9644,Lower Tosson,5.281,-2.006
9645, Linshiels One,5.343,-2.163
9646,Shitlington,5.123,-2.271
9647,Ravensheugh Crag,5.283,-1.981
9648,Coquet View,5.286,-1.979
9649,Howlerhirst Quarry,5.143,-2.335
9650, Howlerhirst Crag,5.140,-2.336
9651,Simonside North Face,5.282,-1.962
9652,Potts Buttress (Simonside),5.281,-1.959
9653,Simonside Woods,5.287,-1.963
9654,Old Stell Crag (Simonside),5.280,-1.956
9655,Dove Crag (Simonside),5.281,-1.942
9656,Rothley Crag,5.193,-1.933
9657,Rothbury Quarry,5.310,-1.932
9658,Gimmerknowe,5.314,-1.929
9659,Garleigh Crags,5.288,-1.904
9660,Shaftoe Crags,5.136,-1.917
9661,The Lost Rocks,5.298,-1.883
9662,Hard Heugh,5.347,-1.921
9663, The Stell,5.330,-1.901
9664,Maiden Chambers,5.361,-1.926
9665,Kail Stone,5.355,-1.874
9666,Callaly,5.377,-1.899
9667, Queens Crag,5.029,-2.324
9668,Rimside Burn,5.349,-1.828
9669,Caller Crag,5.355,-1.822
9670,Caller Boulders,5.357,-1.822
9671,Edlingham,5.361,-1.822
9672,Redheugh,5.356,-1.814
9673,Padda Crag,5.102,-2.550
9674, Widehope,5.372,-1.807
9675,Corby's Crag,5.385,-1.799
9676,Oxen Wood Boulders,5.394,-1.783
9677,Christianbury Crag,5.133,-2.663
9678,The Tipalt,4.997,-2.512
9679,Hangman's Rock,5.489,-1.888
9680,Horsley fireplace,4.988,-1.851
9681,Jack Rock,5.333,-1.633
9682,Hepburn,5.516,-1.886
9683,White House Rocks,5.454,-1.749
9684,Plessy woods,5.112,-1.625
9685, Heckley Crag,5.441,-1.704
9686,Cuddys Cave,5.573,-1.996
9687,Airey Hill Crag,4.922,-1.859
9688,Doddington Skyline,5.577,-1.989
9689,Ha’Penny Woods,5.131,-1.568
9690,Ravens Crag,5.584,-1.889
9691,Church Point Boulders Newbiggin-by-the-Sea,5.185,-1.501
9692, Bowden Doors,5.586,-1.891
9693,Back Bowden Doors,5.596,-1.898
9694,Dovehole Boulders,5.625,-2.054
9695,Rumbling Kern,5.452,-1.586
9696,Jesmond Dene,5.001,-1.604
9697,Goats Crag,5.627,-2.038
9698,Whickham Thorns Boulder Park,4.951,-1.660
9699,Liverpool Hole,5.477,-1.590
9700,Berryhill,5.656,-2.100
9701,Rocky Island,5.085,-1.470
9702, Kyloe-in-the-woods (Kyloe-In),5.643,-1.930
9703, Longheugh Crag,5.663,-2.084
9704, Kyloe Crag (Kyloe Out),5.647,-1.936
9705,Causey Quarry,4.898,-1.683
9706, Hownsgill Quarry,4.835,-1.850
9707,The Gelt Boulder,4.891,-2.678
9708,Meadows Edge Quarry,4.790,-2.008
9709, Whitley Bay Sand ,5.042,-1.435
9710,Stanhope Dene Millstalk,4.769,-2.019
9711,Crawley Edgè Quarries,4.772,-1.992
9712, Tynemouth,5.023,-1.419
9713, Stanhope Dean,4.758,-2.019
9714,Cumrew Crag,4.845,-2.684
9715, Stanhope Ashes Quarry West,4.755,-2.012
9716,Peden's View Quarry,5.166,-3.030
9717,Fatherley Hill Quarry,4.754,-1.970
9718,Frosterley Mast Quarry,4.749,-1.970
9719,High Houselop Quarry,4.766,-1.852
9720,Lonnen Quarry (aka Cleadon Quarry),4.969,-1.399
9721,The Cove,4.986,-1.381
9722,Harthope Quarry,4.711,-2.215
9723,Cleadon Crag,4.960,-1.391
9724,Bollihope Shield,4.714,-2.010
9725,Washpool Crags (Bollihope),4.711,-2.024
9726,Motorway Bridge,4.851,-1.535
9727,Coombs Cave,4.801,-2.768
9728,Armathwaite,4.800,-2.771
9729,Pettys Pipe Bridge,4.811,-1.535
9730,Hidden crags,4.810,-1.533
9731, Kepier,4.792,-1.544
9732, Scratchmere Scar,4.735,-2.752
9733, Millstone Rigg,4.637,-2.009
9734,Dufton Gill,4.630,-2.395
9735,Cowraik Quarry,4.671,-2.711
9736,Kelton Hill Crag,4.573,-2.115
9737, Coudy Rock,4.576,-2.486
9738, Goldsborough Carr,4.554,-2.071
9739, Sunnybrow,4.554,-2.045
9740, Windmore End,4.547,-2.277
9741," Kings Meaburn, Jackdaw Scar",4.585,-2.591
9742, The Otterstones,4.610,-2.696
9743, Crag Hill,4.541,-2.009
9744, The Souter (Fastcastle),5.932,-2.211
9745,Rough Heugh (St Helen's),5.931,-2.311
9746, The Hoff,4.555,-2.504
9747,Carrock Fell crag,4.689,-3.002
9748,Caldbeck Moor Quarry,4.752,-3.115
9749,The Auterstone Boulders,4.607,-2.809
9750,Headend quarry,4.756,-3.169
9751, Swarthbeck Gill/ Ravens Crag Boulders,4.579,-2.845
9752,Gribbys Crag,5.839,-2.991
9753,Ulcat Crags,4.593,-2.926
9754,Summerhill Boulder Park,4.677,-1.241
9755,Middle Busk Scar Orton Fell,4.477,-2.492
9756,Gowbarrow Boulders,4.583,-2.927
9757, Traprain Law,5.962,-2.671
9758,Gouther Crags,4.507,-2.749
9759,Arndale Crag,4.450,-1.918
9760,Water Crag,4.435,-2.122
9761,Whiteacre lake boulders,4.507,-2.808
9762,UnderDodd Rock,4.573,-3.000
9763,Durple Gill,4.538,-2.930
9764,Phantassie Hill,5.973,-2.793
9765,Craigy Hill,5.979,-2.787
9766,Fell End boulders,4.418,-1.961
9767, Healaugh (Crag Willas),4.407,-2.042
9768,Shoulthwaite Bouldering,4.573,-3.085
9769,Rolling Rock,4.494,-2.893
9770,Buckbarrow Crag,4.462,-2.803
9771,Settle Earth Boulders,4.462,-2.809
9772,Threshwaite Cove Crag,4.485,-2.891
9773,Eagle Crag (Grisedale),4.520,-2.995
9774,The Ull Stone,4.467,-2.840
9775,Dovedale Blocs,4.496,-2.945
9776,Thirlmere Boulders,4.537,-3.071
9777, Surprise View Boulders,4.562,-3.131
9778,Thirlstane,4.896,-3.573
9779,Dove Crag (Dovedale),4.489,-2.965
9780,North Berwick Law,6.049,-2.714
9781,Binka Stone,4.515,-3.056
9782,Dobgill Crag,4.516,-3.060
9783, Downholme Quarry,4.377,-1.830
9784,Kirkstone Boulders,4.467,-2.930
9785,Kentmere Boulders,4.433,-2.843
9786,Jopplety How,4.537,-3.137
9787,Jingle Pot Quarry,4.350,-1.982
9788, Badger Rock,4.430,-2.849
9789,JCMB,5.922,-3.174
9790,Hummell Rocks,6.038,-2.851
9791,The Wizard Stone,4.456,-2.935
9792,"Grange Campsite, Borrowdale",4.543,-3.161
9793,Bowderstone Crags,4.538,-3.151
9794,Agassiz Rock,5.919,-3.187
9795,Blackford Quarry,5.920,-3.188
9796,The Bowderstone,4.538,-3.155
9797,Heron Pike,4.470,-2.993
9798,Corbie's Craig,5.921,-3.193
9799,Airdrie Hill,4.914,-3.644
9800,"Goat Crag, Borrowdale",4.538,-3.168
9801, Buckstones Jump,4.461,-2.979
9802, Salisbury Crags,5.944,-3.170
9803,Helm Crag,4.475,-3.041
9804,Tilly's Boulder,4.508,-3.127
9805,East Meadows Play Park,5.941,-3.184
9806, Marchmont Tenements,5.938,-3.195
9807,Upper Langstrath Valley,4.502,-3.123
9808, Wester Craiglockhart Hill,5.919,-3.237
9809,Graham Brown House (GBH),5.947,-3.186
9810, Lauriston Boulder,5.944,-3.203
9811,Langstrath Boulders,4.493,-3.131
9812,Black Moss Pot DWS,4.492,-3.132
9813,Drumlanrig River Stone,5.284,-3.798
9814,Cam Crag Boulders,4.490,-3.139
9815,Craggy Wood,4.380,-2.807
9816,Rothay Bridge Crag,4.427,-2.976
9817,Honister Boulders,4.520,-3.214
9818,Jenkin Crag,4.417,-2.951
9819,Pardshaw Crag,4.618,-3.390
9820,High Rock Area (Honister),4.520,-3.221
9821,Rannerdale Knotts,4.553,-3.289
9822,Bright Beck Crag,4.466,-3.105
9823,Sour Milk Boulders,4.500,-3.186
9824,Clifton Crag,4.897,-3.703
9825,Seathwaite Upper Slabs,4.501,-3.191
9826,Thrang Quarry,4.442,-3.049
9827,Copt Howe Crag,4.443,-3.055
9828,Old Railway Bridge,5.941,-3.262
9829,Gillercombe Boulders,4.502,-3.198
9830,Scout Crags,4.452,-3.084
9831, Langdale Boulders,4.443,-3.059
9832,Chapel Stile Boulders,4.440,-3.053
9833,Newhaven Sea Wall,5.980,-3.204
9834, Raven Crag (Langdale),4.448,-3.104
9835,Roseberry Topping,4.505,-1.107
9836,Ryston Bank,4.510,-1.091
9837,Corstorphine Boulders,5.959,-3.277
9838,Slacks Wood,4.506,-1.093
9839,Rakerigg Crag,4.434,-3.098
9840,Sandyhills,4.873,-3.731
9841,Blake Rigg Boulders,4.428,-3.091
9842,The Napes,4.480,-3.219
9843,Highcliffe Nab,4.515,-1.059
9844,Little Cloak,4.917,-3.772
9845,Ennerdale Boulders,4.509,-3.295
9846,Spring Bank Quarry,4.538,-1.005
